externalId;customerExternalId;label;addressLine1;addressLine2;postalCode;city;country;isDefault;notes
SITE-0913;CLI-0913;Chantier principal;34 impasse des Lilas;;51100;Reims;FR;true;
SITE-0914;CLI-0914;Bureau;35 allée des Tilleuls;;21000;Dijon;FR;true;
SITE-0915;CLI-0915;Siège;36 rue Nationale;;80000;Amiens;FR;true;
SITE-0916;CLI-0916;Agence;37 cours Mirabeau;;76000;Rouen;FR;true;
SITE-0917;CLI-0917;Entrepôt;38 rue de la Paix;;14000;Caen;FR;true;
SITE-0918;CLI-0918;Chantier principal;39 avenue Victor Hugo;Étage 2;29200;Brest;FR;true;Site principal
SITE-0919;CLI-0919;Bureau;40 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0920;CLI-0920;Siège;41 rue du Commerce;;75001;Paris;FR;true;
SITE-0921;CLI-0921;Agence;42 place de la République;;75002;Paris;FR;true;
SITE-0922;CLI-0922;Entrepôt;43 chemin des Vignes;;69001;Lyon;FR;true;
SITE-0923;CLI-0923;Chantier principal;44 impasse des Lilas;;69003;Lyon;FR;true;
SITE-0924;CLI-0924;Bureau;45 allée des Tilleuls;;13001;Marseille;FR;true;
SITE-0925;CLI-0925;Siège;46 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0926;CLI-0926;Agence;47 cours Mirabeau;;31000;Toulouse;FR;true;
SITE-0927;CLI-0927;Entrepôt;48 rue de la Paix;Étage 2;44000;Nantes;FR;true;
SITE-0928;CLI-0928;Chantier principal;49 avenue Victor Hugo;;59000;Lille;FR;true;
SITE-0929;CLI-0929;Bureau;50 boulevard Haussmann;;67000;Strasbourg;FR;true;
SITE-0930;CLI-0930;Siège;51 rue du Commerce;;34000;Montpellier;FR;true;
SITE-0931;CLI-0931;Agence;52 place de la République;;06000;Nice;FR;true;
SITE-0932;CLI-0932;Entrepôt;53 chemin des Vignes;;35000;Rennes;FR;true;
SITE-0933;CLI-0933;Chantier principal;54 impasse des Lilas;;51100;Reims;FR;true;
SITE-0934;CLI-0934;Bureau;55 allée des Tilleuls;;21000;Dijon;FR;true;
SITE-0935;CLI-0935;Siège;56 rue Nationale;;80000;Amiens;FR;true;Site principal
SITE-0936;CLI-0936;Agence;57 cours Mirabeau;Étage 2;76000;Rouen;FR;true;
SITE-0937;CLI-0937;Entrepôt;58 rue de la Paix;;14000;Caen;FR;true;
SITE-0938;CLI-0938;Chantier principal;59 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0939;CLI-0939;Bureau;60 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0940;CLI-0940;Siège;61 rue du Commerce;;75001;Paris;FR;true;
SITE-0941;CLI-0941;Agence;62 place de la République;;75002;Paris;FR;true;
SITE-0942;CLI-0942;Entrepôt;63 chemin des Vignes;;69001;Lyon;FR;true;
SITE-0943;CLI-0943;Chantier principal;64 impasse des Lilas;;69003;Lyon;FR;true;
SITE-0944;CLI-0944;Bureau;65 allée des Tilleuls;;13001;Marseille;FR;true;
SITE-0945;CLI-0945;Siège;66 rue Nationale;Étage 2;33000;Bordeaux;FR;true;
SITE-0946;CLI-0946;Agence;67 cours Mirabeau;;31000;Toulouse;FR;true;
SITE-0947;CLI-0947;Entrepôt;68 rue de la Paix;;44000;Nantes;FR;true;
SITE-0948;CLI-0948;Chantier principal;69 avenue Victor Hugo;;59000;Lille;FR;true;
SITE-0949;CLI-0949;Bureau;70 boulevard Haussmann;;67000;Strasbourg;FR;true;
SITE-0950;CLI-0950;Siège;71 rue du Commerce;;34000;Montpellier;FR;true;
SITE-0951;CLI-0951;Agence;72 place de la République;;06000;Nice;FR;true;
SITE-0952;CLI-0952;Entrepôt;73 chemin des Vignes;;35000;Rennes;FR;true;Site principal
SITE-0953;CLI-0953;Chantier principal;74 impasse des Lilas;;51100;Reims;FR;true;
SITE-0954;CLI-0954;Bureau;75 allée des Tilleuls;Étage 2;21000;Dijon;FR;true;
SITE-0955;CLI-0955;Siège;76 rue Nationale;;80000;Amiens;FR;true;
SITE-0956;CLI-0956;Agence;77 cours Mirabeau;;76000;Rouen;FR;true;
SITE-0957;CLI-0957;Entrepôt;78 rue de la Paix;;14000;Caen;FR;true;
SITE-0958;CLI-0958;Chantier principal;79 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0959;CLI-0959;Bureau;80 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0960;CLI-0960;Siège;1 rue du Commerce;;75001;Paris;FR;true;
SITE-0961;CLI-0961;Agence;2 place de la République;;75002;Paris;FR;true;
SITE-0962;CLI-0962;Entrepôt;3 chemin des Vignes;;69001;Lyon;FR;true;
SITE-0963;CLI-0963;Chantier principal;4 impasse des Lilas;Étage 2;69003;Lyon;FR;true;
SITE-0964;CLI-0964;Bureau;5 allée des Tilleuls;;13001;Marseille;FR;true;
SITE-0965;CLI-0965;Siège;6 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0966;CLI-0966;Agence;7 cours Mirabeau;;31000;Toulouse;FR;true;
SITE-0967;CLI-0967;Entrepôt;8 rue de la Paix;;44000;Nantes;FR;true;
SITE-0968;CLI-0968;Chantier principal;9 avenue Victor Hugo;;59000;Lille;FR;true;
SITE-0969;CLI-0969;Bureau;10 boulevard Haussmann;;67000;Strasbourg;FR;true;Site principal
SITE-0970;CLI-0970;Siège;11 rue du Commerce;;34000;Montpellier;FR;true;
SITE-0971;CLI-0971;Agence;12 place de la République;;06000;Nice;FR;true;
SITE-0972;CLI-0972;Entrepôt;13 chemin des Vignes;Étage 2;35000;Rennes;FR;true;
SITE-0973;CLI-0973;Chantier principal;14 impasse des Lilas;;51100;Reims;FR;true;
SITE-0974;CLI-0974;Bureau;15 allée des Tilleuls;;21000;Dijon;FR;true;
SITE-0975;CLI-0975;Siège;16 rue Nationale;;80000;Amiens;FR;true;
SITE-0976;CLI-0976;Agence;17 cours Mirabeau;;76000;Rouen;FR;true;
SITE-0977;CLI-0977;Entrepôt;18 rue de la Paix;;14000;Caen;FR;true;
SITE-0978;CLI-0978;Chantier principal;19 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0979;CLI-0979;Bureau;20 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0980;CLI-0980;Siège;21 rue du Commerce;;75001;Paris;FR;true;
SITE-0981;CLI-0981;Agence;22 place de la République;Étage 2;75002;Paris;FR;true;
SITE-0982;CLI-0982;Entrepôt;23 chemin des Vignes;;69001;Lyon;FR;true;
SITE-0983;CLI-0983;Chantier principal;24 impasse des Lilas;;69003;Lyon;FR;true;
SITE-0984;CLI-0984;Bureau;25 allée des Tilleuls;;13001;Marseille;FR;true;
SITE-0985;CLI-0985;Siège;26 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0986;CLI-0986;Agence;27 cours Mirabeau;;31000;Toulouse;FR;true;Site principal
SITE-0987;CLI-0987;Entrepôt;28 rue de la Paix;;44000;Nantes;FR;true;
SITE-0988;CLI-0988;Chantier principal;29 avenue Victor Hugo;;59000;Lille;FR;true;
SITE-0989;CLI-0989;Bureau;30 boulevard Haussmann;;67000;Strasbourg;FR;true;
SITE-0990;CLI-0990;Siège;31 rue du Commerce;Étage 2;34000;Montpellier;FR;true;
SITE-0991;CLI-0991;Agence;32 place de la République;;06000;Nice;FR;true;
SITE-0992;CLI-0992;Entrepôt;33 chemin des Vignes;;35000;Rennes;FR;true;
SITE-0993;CLI-0993;Chantier principal;34 impasse des Lilas;;51100;Reims;FR;true;
SITE-0994;CLI-0994;Bureau;35 allée des Tilleuls;;21000;Dijon;FR;true;
SITE-0995;CLI-0995;Siège;36 rue Nationale;;80000;Amiens;FR;true;
SITE-0996;CLI-0996;Agence;37 cours Mirabeau;;76000;Rouen;FR;true;
SITE-0997;CLI-0997;Entrepôt;38 rue de la Paix;;14000;Caen;FR;true;
SITE-0998;CLI-0998;Chantier principal;39 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0999;CLI-0999;Bureau;40 boulevard Haussmann;Étage 2;29800;Landerneau;FR;true;
SITE-1000;CLI-1000;Siège;41 rue du Commerce;;75001;Paris;FR;true;
