externalId;caseExternalId;title;description;status;scheduledStart;scheduledEnd;startedAt;completedAt;typeName;typeColor;assigneeEmail;teamName;notes
INT-0528;DOS-0528;Intervention 528;;planned;2024-01-16T08:00:00;2024-01-16T10:00:00;;;Pose;#2563eb;;Équipe Nord;Import historique
INT-0529;DOS-0529;Intervention 529;;in_progress;2025-02-17T09:00:00;2025-02-17T11:00:00;2025-02-17T09:15:00;;SAV;#ea580c;;;
INT-0530;DOS-0530;Intervention 530;Notes terrain 530;completed;2026-03-18T10:00:00;2026-03-18T12:00:00;2026-03-18T10:15:00;2026-03-18T11:45:00;Entretien;#16a34a;;;
INT-0531;DOS-0531;Intervention 531;;cancelled;2024-04-19T11:00:00;2024-04-19T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0532;DOS-0532;Intervention 532;;planned;2025-05-20T12:00:00;2025-05-20T14:00:00;;;Pose;#2563eb;;;
INT-0533;DOS-0533;Intervention 533;;in_progress;2026-06-21T13:00:00;2026-06-21T15:00:00;2026-06-21T13:15:00;;SAV;#ea580c;;;
INT-0534;DOS-0534;Intervention 534;;completed;2024-07-22T14:00:00;2024-07-22T16:00:00;2024-07-22T14:15:00;2024-07-22T15:45:00;Entretien;#16a34a;;;
INT-0535;DOS-0535;Intervention 535;Notes terrain 535;cancelled;2025-08-23T15:00:00;2025-08-23T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0536;DOS-0536;Intervention 536;;planned;2026-09-24T08:00:00;2026-09-24T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0537;DOS-0537;Intervention 537;;in_progress;2024-10-25T09:00:00;2024-10-25T11:00:00;2024-10-25T09:15:00;;SAV;#ea580c;;;
INT-0538;DOS-0538;Intervention 538;;completed;2025-11-26T10:00:00;2025-11-26T12:00:00;2025-11-26T10:15:00;2025-11-26T11:45:00;Entretien;#16a34a;;;
INT-0539;DOS-0539;Intervention 539;;cancelled;2026-12-27T11:00:00;2026-12-27T13:00:00;;;Diagnostic;#7c3aed;;Équipe Nord;
INT-0540;DOS-0540;Intervention 540;Notes terrain 540;planned;2024-01-01T12:00:00;2024-01-01T14:00:00;;;Pose;#2563eb;;;
INT-0541;DOS-0541;Intervention 541;;in_progress;2025-02-02T13:00:00;2025-02-02T15:00:00;2025-02-02T13:15:00;;SAV;#ea580c;;;
INT-0542;DOS-0542;Intervention 542;;completed;2026-03-03T14:00:00;2026-03-03T16:00:00;2026-03-03T14:15:00;2026-03-03T15:45:00;Entretien;#16a34a;;;
INT-0543;DOS-0543;Intervention 543;;cancelled;2024-04-04T15:00:00;2024-04-04T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0544;DOS-0544;Intervention 544;;planned;2025-05-05T08:00:00;2025-05-05T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0545;DOS-0545;Intervention 545;Notes terrain 545;in_progress;2026-06-06T09:00:00;2026-06-06T11:00:00;2026-06-06T09:15:00;;SAV;#ea580c;;;
INT-0546;DOS-0546;Intervention 546;;completed;2024-07-07T10:00:00;2024-07-07T12:00:00;2024-07-07T10:15:00;2024-07-07T11:45:00;Entretien;#16a34a;;;
INT-0547;DOS-0547;Intervention 547;;cancelled;2025-08-08T11:00:00;2025-08-08T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0548;DOS-0548;Intervention 548;;planned;2026-09-09T12:00:00;2026-09-09T14:00:00;;;Pose;#2563eb;;;
INT-0549;DOS-0549;Intervention 549;;in_progress;2024-10-10T13:00:00;2024-10-10T15:00:00;2024-10-10T13:15:00;;SAV;#ea580c;;;
INT-0550;DOS-0550;Intervention 550;Notes terrain 550;completed;2025-11-11T14:00:00;2025-11-11T16:00:00;2025-11-11T14:15:00;2025-11-11T15:45:00;Entretien;#16a34a;;Équipe Nord;
INT-0551;DOS-0551;Intervention 551;;cancelled;2026-12-12T15:00:00;2026-12-12T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0552;DOS-0552;Intervention 552;;planned;2024-01-13T08:00:00;2024-01-13T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0553;DOS-0553;Intervention 553;;in_progress;2025-02-14T09:00:00;2025-02-14T11:00:00;2025-02-14T09:15:00;;SAV;#ea580c;;;
INT-0554;DOS-0554;Intervention 554;;completed;2026-03-15T10:00:00;2026-03-15T12:00:00;2026-03-15T10:15:00;2026-03-15T11:45:00;Entretien;#16a34a;;;
INT-0555;DOS-0555;Intervention 555;Notes terrain 555;cancelled;2024-04-16T11:00:00;2024-04-16T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0556;DOS-0556;Intervention 556;;planned;2025-05-17T12:00:00;2025-05-17T14:00:00;;;Pose;#2563eb;;;
INT-0557;DOS-0557;Intervention 557;;in_progress;2026-06-18T13:00:00;2026-06-18T15:00:00;2026-06-18T13:15:00;;SAV;#ea580c;;;
INT-0558;DOS-0558;Intervention 558;;completed;2024-07-19T14:00:00;2024-07-19T16:00:00;2024-07-19T14:15:00;2024-07-19T15:45:00;Entretien;#16a34a;;;
INT-0559;DOS-0559;Intervention 559;;cancelled;2025-08-20T15:00:00;2025-08-20T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0560;DOS-0560;Intervention 560;Notes terrain 560;planned;2026-09-21T08:00:00;2026-09-21T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0561;DOS-0561;Intervention 561;;in_progress;2024-10-22T09:00:00;2024-10-22T11:00:00;2024-10-22T09:15:00;;SAV;#ea580c;;Équipe Nord;
INT-0562;DOS-0562;Intervention 562;;completed;2025-11-23T10:00:00;2025-11-23T12:00:00;2025-11-23T10:15:00;2025-11-23T11:45:00;Entretien;#16a34a;;;
INT-0563;DOS-0563;Intervention 563;;cancelled;2026-12-24T11:00:00;2026-12-24T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0564;DOS-0564;Intervention 564;;planned;2024-01-25T12:00:00;2024-01-25T14:00:00;;;Pose;#2563eb;;;
INT-0565;DOS-0565;Intervention 565;Notes terrain 565;in_progress;2025-02-26T13:00:00;2025-02-26T15:00:00;2025-02-26T13:15:00;;SAV;#ea580c;;;
INT-0566;DOS-0566;Intervention 566;;completed;2026-03-27T14:00:00;2026-03-27T16:00:00;2026-03-27T14:15:00;2026-03-27T15:45:00;Entretien;#16a34a;;;
INT-0567;DOS-0567;Intervention 567;;cancelled;2024-04-01T15:00:00;2024-04-01T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0568;DOS-0568;Intervention 568;;planned;2025-05-02T08:00:00;2025-05-02T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0569;DOS-0569;Intervention 569;;in_progress;2026-06-03T09:00:00;2026-06-03T11:00:00;2026-06-03T09:15:00;;SAV;#ea580c;;;
INT-0570;DOS-0570;Intervention 570;Notes terrain 570;completed;2024-07-04T10:00:00;2024-07-04T12:00:00;2024-07-04T10:15:00;2024-07-04T11:45:00;Entretien;#16a34a;;;
INT-0571;DOS-0571;Intervention 571;;cancelled;2025-08-05T11:00:00;2025-08-05T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0572;DOS-0572;Intervention 572;;planned;2026-09-06T12:00:00;2026-09-06T14:00:00;;;Pose;#2563eb;;Équipe Nord;
INT-0573;DOS-0573;Intervention 573;;in_progress;2024-10-07T13:00:00;2024-10-07T15:00:00;2024-10-07T13:15:00;;SAV;#ea580c;;;
INT-0574;DOS-0574;Intervention 574;;completed;2025-11-08T14:00:00;2025-11-08T16:00:00;2025-11-08T14:15:00;2025-11-08T15:45:00;Entretien;#16a34a;;;
INT-0575;DOS-0575;Intervention 575;Notes terrain 575;cancelled;2026-12-09T15:00:00;2026-12-09T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0576;DOS-0576;Intervention 576;;planned;2024-01-10T08:00:00;2024-01-10T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0577;DOS-0577;Intervention 577;;in_progress;2025-02-11T09:00:00;2025-02-11T11:00:00;2025-02-11T09:15:00;;SAV;#ea580c;;;
INT-0578;DOS-0578;Intervention 578;;completed;2026-03-12T10:00:00;2026-03-12T12:00:00;2026-03-12T10:15:00;2026-03-12T11:45:00;Entretien;#16a34a;;;
INT-0579;DOS-0579;Intervention 579;;cancelled;2024-04-13T11:00:00;2024-04-13T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0580;DOS-0580;Intervention 580;Notes terrain 580;planned;2025-05-14T12:00:00;2025-05-14T14:00:00;;;Pose;#2563eb;;;
INT-0581;DOS-0581;Intervention 581;;in_progress;2026-06-15T13:00:00;2026-06-15T15:00:00;2026-06-15T13:15:00;;SAV;#ea580c;;;
INT-0582;DOS-0582;Intervention 582;;completed;2024-07-16T14:00:00;2024-07-16T16:00:00;2024-07-16T14:15:00;2024-07-16T15:45:00;Entretien;#16a34a;;;
INT-0583;DOS-0583;Intervention 583;;cancelled;2025-08-17T15:00:00;2025-08-17T17:00:00;;;Diagnostic;#7c3aed;;Équipe Nord;
INT-0584;DOS-0584;Intervention 584;;planned;2026-09-18T08:00:00;2026-09-18T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0585;DOS-0585;Intervention 585;Notes terrain 585;in_progress;2024-10-19T09:00:00;2024-10-19T11:00:00;2024-10-19T09:15:00;;SAV;#ea580c;;;
INT-0586;DOS-0586;Intervention 586;;completed;2025-11-20T10:00:00;2025-11-20T12:00:00;2025-11-20T10:15:00;2025-11-20T11:45:00;Entretien;#16a34a;;;
INT-0587;DOS-0587;Intervention 587;;cancelled;2026-12-21T11:00:00;2026-12-21T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0588;DOS-0588;Intervention 588;;planned;2024-01-22T12:00:00;2024-01-22T14:00:00;;;Pose;#2563eb;;;
INT-0589;DOS-0589;Intervention 589;;in_progress;2025-02-23T13:00:00;2025-02-23T15:00:00;2025-02-23T13:15:00;;SAV;#ea580c;;;
INT-0590;DOS-0590;Intervention 590;Notes terrain 590;completed;2026-03-24T14:00:00;2026-03-24T16:00:00;2026-03-24T14:15:00;2026-03-24T15:45:00;Entretien;#16a34a;;;
INT-0591;DOS-0591;Intervention 591;;cancelled;2024-04-25T15:00:00;2024-04-25T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0592;DOS-0592;Intervention 592;;planned;2025-05-26T08:00:00;2025-05-26T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0593;DOS-0593;Intervention 593;;in_progress;2026-06-27T09:00:00;2026-06-27T11:00:00;2026-06-27T09:15:00;;SAV;#ea580c;;;
INT-0594;DOS-0594;Intervention 594;;completed;2024-07-01T10:00:00;2024-07-01T12:00:00;2024-07-01T10:15:00;2024-07-01T11:45:00;Entretien;#16a34a;;Équipe Nord;
INT-0595;DOS-0595;Intervention 595;Notes terrain 595;cancelled;2025-08-02T11:00:00;2025-08-02T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0596;DOS-0596;Intervention 596;;planned;2026-09-03T12:00:00;2026-09-03T14:00:00;;;Pose;#2563eb;;;
INT-0597;DOS-0597;Intervention 597;;in_progress;2024-10-04T13:00:00;2024-10-04T15:00:00;2024-10-04T13:15:00;;SAV;#ea580c;;;
INT-0598;DOS-0598;Intervention 598;;completed;2025-11-05T14:00:00;2025-11-05T16:00:00;2025-11-05T14:15:00;2025-11-05T15:45:00;Entretien;#16a34a;;;
INT-0599;DOS-0599;Intervention 599;;cancelled;2026-12-06T15:00:00;2026-12-06T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0600;DOS-0600;Intervention 600;Notes terrain 600;planned;2024-01-07T08:00:00;2024-01-07T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0601;DOS-0601;Intervention 601;;in_progress;2025-02-08T09:00:00;2025-02-08T11:00:00;2025-02-08T09:15:00;;SAV;#ea580c;;;
INT-0602;DOS-0602;Intervention 602;;completed;2026-03-09T10:00:00;2026-03-09T12:00:00;2026-03-09T10:15:00;2026-03-09T11:45:00;Entretien;#16a34a;;;
INT-0603;DOS-0603;Intervention 603;;cancelled;2024-04-10T11:00:00;2024-04-10T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0604;DOS-0604;Intervention 604;;planned;2025-05-11T12:00:00;2025-05-11T14:00:00;;;Pose;#2563eb;;;
INT-0605;DOS-0605;Intervention 605;Notes terrain 605;in_progress;2026-06-12T13:00:00;2026-06-12T15:00:00;2026-06-12T13:15:00;;SAV;#ea580c;;Équipe Nord;
INT-0606;DOS-0606;Intervention 606;;completed;2024-07-13T14:00:00;2024-07-13T16:00:00;2024-07-13T14:15:00;2024-07-13T15:45:00;Entretien;#16a34a;;;
INT-0607;DOS-0607;Intervention 607;;cancelled;2025-08-14T15:00:00;2025-08-14T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0608;DOS-0608;Intervention 608;;planned;2026-09-15T08:00:00;2026-09-15T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0609;DOS-0609;Intervention 609;;in_progress;2024-10-16T09:00:00;2024-10-16T11:00:00;2024-10-16T09:15:00;;SAV;#ea580c;;;
INT-0610;DOS-0610;Intervention 610;Notes terrain 610;completed;2025-11-17T10:00:00;2025-11-17T12:00:00;2025-11-17T10:15:00;2025-11-17T11:45:00;Entretien;#16a34a;;;
INT-0611;DOS-0611;Intervention 611;;cancelled;2026-12-18T11:00:00;2026-12-18T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0612;DOS-0612;Intervention 612;;planned;2024-01-19T12:00:00;2024-01-19T14:00:00;;;Pose;#2563eb;;;
INT-0613;DOS-0613;Intervention 613;;in_progress;2025-02-20T13:00:00;2025-02-20T15:00:00;2025-02-20T13:15:00;;SAV;#ea580c;;;
INT-0614;DOS-0614;Intervention 614;;completed;2026-03-21T14:00:00;2026-03-21T16:00:00;2026-03-21T14:15:00;2026-03-21T15:45:00;Entretien;#16a34a;;;
INT-0615;DOS-0615;Intervention 615;Notes terrain 615;cancelled;2024-04-22T15:00:00;2024-04-22T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0616;DOS-0616;Intervention 616;;planned;2025-05-23T08:00:00;2025-05-23T10:00:00;;;Pose;#2563eb;;Équipe Nord;Import historique
INT-0617;DOS-0617;Intervention 617;;in_progress;2026-06-24T09:00:00;2026-06-24T11:00:00;2026-06-24T09:15:00;;SAV;#ea580c;;;
INT-0618;DOS-0618;Intervention 618;;completed;2024-07-25T10:00:00;2024-07-25T12:00:00;2024-07-25T10:15:00;2024-07-25T11:45:00;Entretien;#16a34a;;;
INT-0619;DOS-0619;Intervention 619;;cancelled;2025-08-26T11:00:00;2025-08-26T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0620;DOS-0620;Intervention 620;Notes terrain 620;planned;2026-09-27T12:00:00;2026-09-27T14:00:00;;;Pose;#2563eb;;;
INT-0621;DOS-0621;Intervention 621;;in_progress;2024-10-01T13:00:00;2024-10-01T15:00:00;2024-10-01T13:15:00;;SAV;#ea580c;;;
INT-0622;DOS-0622;Intervention 622;;completed;2025-11-02T14:00:00;2025-11-02T16:00:00;2025-11-02T14:15:00;2025-11-02T15:45:00;Entretien;#16a34a;;;
INT-0623;DOS-0623;Intervention 623;;cancelled;2026-12-03T15:00:00;2026-12-03T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0624;DOS-0624;Intervention 624;;planned;2024-01-04T08:00:00;2024-01-04T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0625;DOS-0625;Intervention 625;Notes terrain 625;in_progress;2025-02-05T09:00:00;2025-02-05T11:00:00;2025-02-05T09:15:00;;SAV;#ea580c;;;
INT-0626;DOS-0626;Intervention 626;;completed;2026-03-06T10:00:00;2026-03-06T12:00:00;2026-03-06T10:15:00;2026-03-06T11:45:00;Entretien;#16a34a;;;
INT-0627;DOS-0627;Intervention 627;;cancelled;2024-04-07T11:00:00;2024-04-07T13:00:00;;;Diagnostic;#7c3aed;;Équipe Nord;
INT-0628;DOS-0628;Intervention 628;;planned;2025-05-08T12:00:00;2025-05-08T14:00:00;;;Pose;#2563eb;;;
INT-0629;DOS-0629;Intervention 629;;in_progress;2026-06-09T13:00:00;2026-06-09T15:00:00;2026-06-09T13:15:00;;SAV;#ea580c;;;
INT-0630;DOS-0630;Intervention 630;Notes terrain 630;completed;2024-07-10T14:00:00;2024-07-10T16:00:00;2024-07-10T14:15:00;2024-07-10T15:45:00;Entretien;#16a34a;;;
INT-0631;DOS-0631;Intervention 631;;cancelled;2025-08-11T15:00:00;2025-08-11T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0632;DOS-0632;Intervention 632;;planned;2026-09-12T08:00:00;2026-09-12T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0633;DOS-0633;Intervention 633;;in_progress;2024-10-13T09:00:00;2024-10-13T11:00:00;2024-10-13T09:15:00;;SAV;#ea580c;;;
INT-0634;DOS-0634;Intervention 634;;completed;2025-11-14T10:00:00;2025-11-14T12:00:00;2025-11-14T10:15:00;2025-11-14T11:45:00;Entretien;#16a34a;;;
INT-0635;DOS-0635;Intervention 635;Notes terrain 635;cancelled;2026-12-15T11:00:00;2026-12-15T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0636;DOS-0636;Intervention 636;;planned;2024-01-16T12:00:00;2024-01-16T14:00:00;;;Pose;#2563eb;;;
INT-0637;DOS-0637;Intervention 637;;in_progress;2025-02-17T13:00:00;2025-02-17T15:00:00;2025-02-17T13:15:00;;SAV;#ea580c;;;
INT-0638;DOS-0638;Intervention 638;;completed;2026-03-18T14:00:00;2026-03-18T16:00:00;2026-03-18T14:15:00;2026-03-18T15:45:00;Entretien;#16a34a;;Équipe Nord;
INT-0639;DOS-0639;Intervention 639;;cancelled;2024-04-19T15:00:00;2024-04-19T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0640;DOS-0640;Intervention 640;Notes terrain 640;planned;2025-05-20T08:00:00;2025-05-20T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0641;DOS-0641;Intervention 641;;in_progress;2026-06-21T09:00:00;2026-06-21T11:00:00;2026-06-21T09:15:00;;SAV;#ea580c;;;
INT-0642;DOS-0642;Intervention 642;;completed;2024-07-22T10:00:00;2024-07-22T12:00:00;2024-07-22T10:15:00;2024-07-22T11:45:00;Entretien;#16a34a;;;
INT-0643;DOS-0643;Intervention 643;;cancelled;2025-08-23T11:00:00;2025-08-23T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0644;DOS-0644;Intervention 644;;planned;2026-09-24T12:00:00;2026-09-24T14:00:00;;;Pose;#2563eb;;;
INT-0645;DOS-0645;Intervention 645;Notes terrain 645;in_progress;2024-10-25T13:00:00;2024-10-25T15:00:00;2024-10-25T13:15:00;;SAV;#ea580c;;;
INT-0646;DOS-0646;Intervention 646;;completed;2025-11-26T14:00:00;2025-11-26T16:00:00;2025-11-26T14:15:00;2025-11-26T15:45:00;Entretien;#16a34a;;;
INT-0647;DOS-0647;Intervention 647;;cancelled;2026-12-27T15:00:00;2026-12-27T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0648;DOS-0648;Intervention 648;;planned;2024-01-01T08:00:00;2024-01-01T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0649;DOS-0649;Intervention 649;;in_progress;2025-02-02T09:00:00;2025-02-02T11:00:00;2025-02-02T09:15:00;;SAV;#ea580c;;Équipe Nord;
INT-0650;DOS-0650;Intervention 650;Notes terrain 650;completed;2026-03-03T10:00:00;2026-03-03T12:00:00;2026-03-03T10:15:00;2026-03-03T11:45:00;Entretien;#16a34a;;;
INT-0651;DOS-0651;Intervention 651;;cancelled;2024-04-04T11:00:00;2024-04-04T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0652;DOS-0652;Intervention 652;;planned;2025-05-05T12:00:00;2025-05-05T14:00:00;;;Pose;#2563eb;;;
INT-0653;DOS-0653;Intervention 653;;in_progress;2026-06-06T13:00:00;2026-06-06T15:00:00;2026-06-06T13:15:00;;SAV;#ea580c;;;
INT-0654;DOS-0654;Intervention 654;;completed;2024-07-07T14:00:00;2024-07-07T16:00:00;2024-07-07T14:15:00;2024-07-07T15:45:00;Entretien;#16a34a;;;
INT-0655;DOS-0655;Intervention 655;Notes terrain 655;cancelled;2025-08-08T15:00:00;2025-08-08T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0656;DOS-0656;Intervention 656;;planned;2026-09-09T08:00:00;2026-09-09T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0657;DOS-0657;Intervention 657;;in_progress;2024-10-10T09:00:00;2024-10-10T11:00:00;2024-10-10T09:15:00;;SAV;#ea580c;;;
INT-0658;DOS-0658;Intervention 658;;completed;2025-11-11T10:00:00;2025-11-11T12:00:00;2025-11-11T10:15:00;2025-11-11T11:45:00;Entretien;#16a34a;;;
INT-0659;DOS-0659;Intervention 659;;cancelled;2026-12-12T11:00:00;2026-12-12T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0660;DOS-0660;Intervention 660;Notes terrain 660;planned;2024-01-13T12:00:00;2024-01-13T14:00:00;;;Pose;#2563eb;;Équipe Nord;
INT-0661;DOS-0661;Intervention 661;;in_progress;2025-02-14T13:00:00;2025-02-14T15:00:00;2025-02-14T13:15:00;;SAV;#ea580c;;;
INT-0662;DOS-0662;Intervention 662;;completed;2026-03-15T14:00:00;2026-03-15T16:00:00;2026-03-15T14:15:00;2026-03-15T15:45:00;Entretien;#16a34a;;;
INT-0663;DOS-0663;Intervention 663;;cancelled;2024-04-16T15:00:00;2024-04-16T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0664;DOS-0664;Intervention 664;;planned;2025-05-17T08:00:00;2025-05-17T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0665;DOS-0665;Intervention 665;Notes terrain 665;in_progress;2026-06-18T09:00:00;2026-06-18T11:00:00;2026-06-18T09:15:00;;SAV;#ea580c;;;
INT-0666;DOS-0666;Intervention 666;;completed;2024-07-19T10:00:00;2024-07-19T12:00:00;2024-07-19T10:15:00;2024-07-19T11:45:00;Entretien;#16a34a;;;
INT-0667;DOS-0667;Intervention 667;;cancelled;2025-08-20T11:00:00;2025-08-20T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0668;DOS-0668;Intervention 668;;planned;2026-09-21T12:00:00;2026-09-21T14:00:00;;;Pose;#2563eb;;;
INT-0669;DOS-0669;Intervention 669;;in_progress;2024-10-22T13:00:00;2024-10-22T15:00:00;2024-10-22T13:15:00;;SAV;#ea580c;;;
INT-0670;DOS-0670;Intervention 670;Notes terrain 670;completed;2025-11-23T14:00:00;2025-11-23T16:00:00;2025-11-23T14:15:00;2025-11-23T15:45:00;Entretien;#16a34a;;;
INT-0671;DOS-0671;Intervention 671;;cancelled;2026-12-24T15:00:00;2026-12-24T17:00:00;;;Diagnostic;#7c3aed;;Équipe Nord;
INT-0672;DOS-0672;Intervention 672;;planned;2024-01-25T08:00:00;2024-01-25T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0673;DOS-0673;Intervention 673;;in_progress;2025-02-26T09:00:00;2025-02-26T11:00:00;2025-02-26T09:15:00;;SAV;#ea580c;;;
INT-0674;DOS-0674;Intervention 674;;completed;2026-03-27T10:00:00;2026-03-27T12:00:00;2026-03-27T10:15:00;2026-03-27T11:45:00;Entretien;#16a34a;;;
INT-0675;DOS-0675;Intervention 675;Notes terrain 675;cancelled;2024-04-01T11:00:00;2024-04-01T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0676;DOS-0676;Intervention 676;;planned;2025-05-02T12:00:00;2025-05-02T14:00:00;;;Pose;#2563eb;;;
INT-0677;DOS-0677;Intervention 677;;in_progress;2026-06-03T13:00:00;2026-06-03T15:00:00;2026-06-03T13:15:00;;SAV;#ea580c;;;
INT-0678;DOS-0678;Intervention 678;;completed;2024-07-04T14:00:00;2024-07-04T16:00:00;2024-07-04T14:15:00;2024-07-04T15:45:00;Entretien;#16a34a;;;
INT-0679;DOS-0679;Intervention 679;;cancelled;2025-08-05T15:00:00;2025-08-05T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0680;DOS-0680;Intervention 680;Notes terrain 680;planned;2026-09-06T08:00:00;2026-09-06T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0681;DOS-0681;Intervention 681;;in_progress;2024-10-07T09:00:00;2024-10-07T11:00:00;2024-10-07T09:15:00;;SAV;#ea580c;;;
INT-0682;DOS-0682;Intervention 682;;completed;2025-11-08T10:00:00;2025-11-08T12:00:00;2025-11-08T10:15:00;2025-11-08T11:45:00;Entretien;#16a34a;;Équipe Nord;
INT-0683;DOS-0683;Intervention 683;;cancelled;2026-12-09T11:00:00;2026-12-09T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0684;DOS-0684;Intervention 684;;planned;2024-01-10T12:00:00;2024-01-10T14:00:00;;;Pose;#2563eb;;;
INT-0685;DOS-0685;Intervention 685;Notes terrain 685;in_progress;2025-02-11T13:00:00;2025-02-11T15:00:00;2025-02-11T13:15:00;;SAV;#ea580c;;;
INT-0686;DOS-0686;Intervention 686;;completed;2026-03-12T14:00:00;2026-03-12T16:00:00;2026-03-12T14:15:00;2026-03-12T15:45:00;Entretien;#16a34a;;;
INT-0687;DOS-0687;Intervention 687;;cancelled;2024-04-13T15:00:00;2024-04-13T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0688;DOS-0688;Intervention 688;;planned;2025-05-14T08:00:00;2025-05-14T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0689;DOS-0689;Intervention 689;;in_progress;2026-06-15T09:00:00;2026-06-15T11:00:00;2026-06-15T09:15:00;;SAV;#ea580c;;;
INT-0690;DOS-0690;Intervention 690;Notes terrain 690;completed;2024-07-16T10:00:00;2024-07-16T12:00:00;2024-07-16T10:15:00;2024-07-16T11:45:00;Entretien;#16a34a;;;
INT-0691;DOS-0691;Intervention 691;;cancelled;2025-08-17T11:00:00;2025-08-17T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0692;DOS-0692;Intervention 692;;planned;2026-09-18T12:00:00;2026-09-18T14:00:00;;;Pose;#2563eb;;;
INT-0693;DOS-0693;Intervention 693;;in_progress;2024-10-19T13:00:00;2024-10-19T15:00:00;2024-10-19T13:15:00;;SAV;#ea580c;;Équipe Nord;
INT-0694;DOS-0694;Intervention 694;;completed;2025-11-20T14:00:00;2025-11-20T16:00:00;2025-11-20T14:15:00;2025-11-20T15:45:00;Entretien;#16a34a;;;
INT-0695;DOS-0695;Intervention 695;Notes terrain 695;cancelled;2026-12-21T15:00:00;2026-12-21T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0696;DOS-0696;Intervention 696;;planned;2024-01-22T08:00:00;2024-01-22T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0697;DOS-0697;Intervention 697;;in_progress;2025-02-23T09:00:00;2025-02-23T11:00:00;2025-02-23T09:15:00;;SAV;#ea580c;;;
INT-0698;DOS-0698;Intervention 698;;completed;2026-03-24T10:00:00;2026-03-24T12:00:00;2026-03-24T10:15:00;2026-03-24T11:45:00;Entretien;#16a34a;;;
INT-0699;DOS-0699;Intervention 699;;cancelled;2024-04-25T11:00:00;2024-04-25T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0700;DOS-0700;Intervention 700;Notes terrain 700;planned;2025-05-26T12:00:00;2025-05-26T14:00:00;;;Pose;#2563eb;;;
INT-0701;DOS-0701;Intervention 701;;in_progress;2026-06-27T13:00:00;2026-06-27T15:00:00;2026-06-27T13:15:00;;SAV;#ea580c;;;
INT-0702;DOS-0702;Intervention 702;;completed;2024-07-01T14:00:00;2024-07-01T16:00:00;2024-07-01T14:15:00;2024-07-01T15:45:00;Entretien;#16a34a;;;
INT-0703;DOS-0703;Intervention 703;;cancelled;2025-08-02T15:00:00;2025-08-02T17:00:00;;;Diagnostic;#7c3aed;;;
