externalId;reference;description;status;priority;dueDate;customerExternalId;orderGiverExternalId;siteExternalId;tags
DOS-0957;AFF-0957;;open;high;;CLI-0957;DO-0957;SITE-0957;
DOS-0958;AFF-0958;;in_progress;medium;;CLI-0958;DO-0958;SITE-0958;import
DOS-0959;AFF-0959;;open;medium;;CLI-0959;DO-0959;SITE-0959;
DOS-0960;AFF-0960;;in_progress;high;;CLI-0960;DO-0960;SITE-0960;import
DOS-0961;AFF-0961;;open;medium;;CLI-0961;DO-0961;SITE-0961;
DOS-0962;AFF-0962;;in_progress;medium;;CLI-0962;DO-0962;SITE-0962;import
DOS-0963;AFF-0963;;open;high;;CLI-0963;DO-0963;SITE-0963;
DOS-0964;AFF-0964;;in_progress;medium;;CLI-0964;DO-0964;SITE-0964;import
DOS-0965;AFF-0965;;open;medium;;CLI-0965;DO-0965;SITE-0965;
DOS-0966;AFF-0966;;in_progress;high;;CLI-0966;DO-0966;SITE-0966;import
DOS-0967;AFF-0967;;open;medium;;CLI-0967;DO-0967;SITE-0967;
DOS-0968;AFF-0968;;in_progress;medium;;CLI-0968;DO-0968;SITE-0968;import
DOS-0969;AFF-0969;;open;high;;CLI-0969;DO-0969;SITE-0969;
DOS-0970;AFF-0970;;in_progress;medium;;CLI-0970;DO-0970;SITE-0970;import
DOS-0971;AFF-0971;;open;medium;;CLI-0971;DO-0971;SITE-0971;
DOS-0972;AFF-0972;;in_progress;high;;CLI-0972;DO-0972;SITE-0972;import
DOS-0973;AFF-0973;;open;medium;;CLI-0973;DO-0973;SITE-0973;
DOS-0974;AFF-0974;;in_progress;medium;;CLI-0974;DO-0974;SITE-0974;import
DOS-0975;AFF-0975;;open;high;;CLI-0975;DO-0975;SITE-0975;
DOS-0976;AFF-0976;;in_progress;medium;;CLI-0976;DO-0976;SITE-0976;import
DOS-0977;AFF-0977;;open;medium;;CLI-0977;DO-0977;SITE-0977;
DOS-0978;AFF-0978;;in_progress;high;;CLI-0978;DO-0978;SITE-0978;import
DOS-0979;AFF-0979;;open;medium;;CLI-0979;DO-0979;SITE-0979;
DOS-0980;AFF-0980;;in_progress;medium;;CLI-0980;DO-0980;SITE-0980;import
DOS-0981;AFF-0981;;open;high;;CLI-0981;DO-0981;SITE-0981;
DOS-0982;AFF-0982;;in_progress;medium;;CLI-0982;DO-0982;SITE-0982;import
DOS-0983;AFF-0983;;open;medium;;CLI-0983;DO-0983;SITE-0983;
DOS-0984;AFF-0984;;in_progress;high;;CLI-0984;DO-0984;SITE-0984;import
DOS-0985;AFF-0985;;open;medium;;CLI-0985;DO-0985;SITE-0985;
DOS-0986;AFF-0986;;in_progress;medium;;CLI-0986;DO-0986;SITE-0986;import
DOS-0987;AFF-0987;;open;high;;CLI-0987;DO-0987;SITE-0987;
DOS-0988;AFF-0988;;in_progress;medium;;CLI-0988;DO-0988;SITE-0988;import
DOS-0989;AFF-0989;;open;medium;;CLI-0989;DO-0989;SITE-0989;
DOS-0990;AFF-0990;;in_progress;high;;CLI-0990;DO-0990;SITE-0990;import
DOS-0991;AFF-0991;;open;medium;;CLI-0991;DO-0991;SITE-0991;
DOS-0992;AFF-0992;;in_progress;medium;;CLI-0992;DO-0992;SITE-0992;import
DOS-0993;AFF-0993;;open;high;;CLI-0993;DO-0993;SITE-0993;
DOS-0994;AFF-0994;;in_progress;medium;;CLI-0994;DO-0994;SITE-0994;import
DOS-0995;AFF-0995;;open;medium;;CLI-0995;DO-0995;SITE-0995;
DOS-0996;AFF-0996;;in_progress;high;;CLI-0996;DO-0996;SITE-0996;import
DOS-0997;AFF-0997;;open;medium;;CLI-0997;DO-0997;SITE-0997;
DOS-0998;AFF-0998;;in_progress;medium;;CLI-0998;DO-0998;SITE-0998;import
DOS-0999;AFF-0999;;open;high;;CLI-0999;DO-0999;SITE-0999;
DOS-1000;AFF-1000;;in_progress;medium;;CLI-1000;DO-1000;SITE-1000;import
